price,profile
101380.21677500001,0.0
101395.49032499999,0.0
101410.763875,0.0
101426.037425,0.0
101441.310975,0.0
101456.58452500001,0.0
101471.858075,0.0
101487.13162500001,0.0
101502.40517499999,0.0
101517.678725,0.0
101532.95227499999,0.0
101548.225825,0.0
101563.49937500001,0.0
101578.772925,1.0
101594.04647500001,0.0
101609.320025,0.0
101624.593575,0.0
101639.86712499999,0.0
101655.140675,0.0
101670.41422500001,0.0
101685.687775,0.0
101700.96132500001,1.0
101716.234875,0.0
101731.508425,0.0
101746.78197499999,0.0
101762.055525,0.0
101777.329075,0.0
101792.602625,1.0
101807.87617500001,2.0
101823.149725,0.0
101838.42327500001,1.0
101853.69682499999,1.0
101868.970375,2.0
101884.243925,0.0
101899.517475,0.0
101914.79102500001,0.0
101930.064575,1.0
101945.33812500001,1.0
101960.611675,0.0
101975.885225,0.0
101991.15877499999,0.0
102006.432325,0.0
102021.70587500001,0.0
102036.979425,1.0
102052.25297500001,0.0
102067.526525,0.0
102082.800075,1.0
102098.07362499999,0.0
102113.347175,0.0
102128.620725,0.0
102143.894275,0.0
102159.16782500001,0.0
102174.441375,1.0
102189.71492500001,0.0
102204.98847499999,0.0
102220.262025,1.0
102235.535575,0.0
102250.809125,0.0
102266.08267500001,1.0
102281.356225,0.0
102296.62977500001,0.0
102311.90332499999,0.0
102327.176875,0.0
102342.45042499999,0.0
102357.723975,1.0
102372.99752500001,0.0
102388.271075,0.0
102403.54462500001,0.0
102418.818175,0.0
102434.091725,0.0
102449.36527499999,0.0
102464.638825,0.0
102479.91237500001,0.0
102495.185925,0.0
102510.45947500001,0.0
102525.733025,1.0
102541.006575,0.0
102556.28012499999,0.0
102571.553675,0.0
102586.827225,0.0
102602.100775,0.0
102617.37432500001,0.0
102632.647875,0.0
102647.92142500001,0.0
102663.19497499999,0.0
102678.468525,0.0
102693.742075,0.0
102709.015625,0.0
102724.28917500001,0.0
102739.562725,0.0
102754.83627500001,0.0
102770.10982499999,0.0
102785.383375,0.0
102800.65692499999,0.0
102815.930475,0.0
102831.20402500001,0.0
102846.477575,0.0
102861.75112500001,0.0
102877.024675,0.0
102892.298225,0.0
102907.57177499999,0.0
102922.845325,1.0
102938.11887500001,0.0
102953.392425,0.0
102968.66597500001,0.0
102983.939525,0.0
102999.213075,0.0
103014.48662499999,0.0
103029.760175,0.0
103045.033725,0.0
103060.307275,0.0
103075.58082500001,0.0
103090.854375,0.0
103106.12792500001,0.0
103121.40147499999,1.0
103136.675025,0.0
103151.948575,0.0
103167.222125,0.0
103182.49567500001,0.0
103197.769225,0.0
103213.04277500001,1.0
103228.31632499999,0.0
103243.589875,0.0
103258.86342499999,0.0
103274.136975,0.0
103289.41052500001,1.0
103304.684075,0.0
103319.95762500001,0.0
103335.231175,0.0
103350.504725,0.0
103365.77827499999,0.0
103381.051825,0.0
103396.325375,1.0
103411.598925,0.0
103426.87247500001,0.0
103442.146025,0.0
103457.419575,1.0
103472.69312499999,0.0
103487.966675,0.0
103503.240225,0.0
103518.513775,0.0
103533.78732500001,0.0
103549.060875,0.0
103564.33442500001,0.0
103579.60797499999,1.0
103594.881525,1.0
103610.15507499999,0.0
103625.428625,1.0
103640.70217500001,0.0
103655.975725,0.0
103671.24927500001,0.0
103686.522825,0.0
103701.796375,0.0
103717.06992499999,0.0
103732.343475,0.0
103747.61702500001,0.0
103762.890575,0.0
103778.16412500001,0.0
103793.437675,0.0
103808.711225,0.0
103823.98477499999,0.0
103839.258325,0.0
103854.531875,1.0
103869.805425,0.0
103885.07897500001,0.0
103900.352525,0.0
103915.62607500001,0.0
103930.89962499999,0.0
103946.173175,0.0
103961.446725,0.0
103976.720275,0.0
103991.99382500001,0.0
104007.267375,0.0
104022.54092500001,1.0
104037.81447499999,0.0
104053.088025,0.0
104068.36157499999,0.0
104083.635125,0.0
104098.90867500001,0.0
104114.182225,0.0
104129.45577500001,0.0
104144.729325,0.0
104160.002875,0.0
104175.27642499999,0.0
104190.549975,0.0
104205.823525,0.0
104221.097075,1.0
104236.37062500001,0.0
104251.644175,0.0
104266.917725,0.0
104282.19127499999,0.0
104297.464825,0.0
104312.738375,0.0
104328.011925,0.0
104343.28547500001,0.0
104358.559025,0.0
104373.83257500001,0.0
104389.10612499999,0.0
104404.379675,0.0
104419.653225,1.0
104434.926775,0.0
104450.20032500001,1.0
104465.473875,1.0
104480.74742500001,0.0
104496.02097499999,0.0
104511.294525,0.0
104526.56807499999,0.0
104541.841625,0.0
104557.11517500001,1.0
104572.388725,0.0
104587.66227500001,0.0
104602.935825,0.0
104618.209375,0.0
104633.48292499999,0.0
104648.756475,0.0
104664.030025,0.0
104679.303575,0.0
104694.57712500001,0.0
104709.850675,1.0
104725.124225,0.0
104740.39777499999,0.0
104755.671325,0.0
104770.944875,0.0
104786.218425,0.0
104801.49197500001,0.0
104816.765525,0.0
104832.03907500001,0.0
104847.31262499999,0.0
104862.586175,0.0
104877.85972499999,0.0
104893.133275,0.0
104908.40682500001,0.0
104923.680375,0.0
104938.95392500001,1.0
104954.22747499999,0.0
104969.501025,0.0
104984.77457499999,2.0
105000.048125,1.0
105015.32167500001,0.0
105030.595225,0.0
105045.86877500001,1.0
105061.142325,1.0
105076.415875,0.0
105091.68942499999,1.0
105106.962975,0.0
105122.236525,1.0
105137.510075,0.0
105152.78362500001,0.0
105168.057175,0.0
105183.330725,1.0
105198.60427499999,0.0
105213.877825,0.0
105229.151375,0.0
105244.424925,0.0
105259.69847500001,0.0
105274.972025,0.0
105290.24557500001,0.0
105305.51912499999,1.0
105320.792675,0.0
105336.06622499999,0.0
105351.339775,0.0
105366.61332500001,0.0
105381.886875,0.0
105397.16042500001,1.0
105412.43397499999,0.0
105427.707525,1.0
105442.98107499999,0.0
105458.254625,0.0
105473.528175,0.0
105488.801725,0.0
105504.07527500001,0.0
105519.348825,0.0
105534.622375,0.0
105549.89592499999,1.0
105565.169475,0.0
105580.443025,1.0
105595.716575,0.0
105610.99012500001,1.0
105626.263675,0.0
105641.53722500001,0.0
105656.81077499999,0.0
105672.084325,0.0
105687.357875,1.0
105702.631425,0.0
105717.90497500001,1.0
105733.178525,0.0
105748.45207500001,1.0
105763.72562499999,0.0
105778.999175,0.0
105794.27272499999,2.0
105809.546275,0.0
105824.81982500001,0.0
105840.093375,0.0
105855.36692500001,0.0
105870.640475,0.0
105885.914025,0.0
105901.18757499999,0.0
105916.461125,0.0
105931.734675,0.0
105947.008225,0.0
105962.28177500001,0.0
105977.555325,0.0
105992.828875,0.0
106008.10242499999,0.0
106023.375975,1.0
106038.649525,3.0
106053.923075,1.0
106069.19662500001,0.0
106084.470175,0.0
106099.74372500001,1.0
106115.01727499999,2.0
106130.290825,0.0
106145.56437499999,0.0
106160.837925,0.0
106176.11147500001,1.0
106191.385025,1.0
106206.65857500001,1.0
106221.93212499999,2.0
106237.205675,1.0
106252.47922499999,0.0
106267.752775,0.0
106283.026325,0.0
106298.299875,0.0
106313.57342500001,0.0
106328.846975,2.0
106344.120525,0.0
106359.39407499999,0.0
106374.667625,0.0
106389.941175,0.0
106405.214725,0.0
106420.48827500001,0.0
106435.761825,0.0
106451.035375,0.0
106466.30892499999,0.0
106481.582475,0.0
106496.856025,0.0
106512.129575,0.0
106527.40312500001,0.0
106542.676675,0.0
106557.95022500001,0.0
106573.22377499999,0.0
106588.497325,0.0
106603.77087499999,0.0
106619.044425,0.0
106634.31797500001,0.0
106649.591525,0.0
106664.86507500001,0.0
106680.13862499999,0.0
106695.412175,1.0
106710.68572499999,0.0
106725.959275,0.0
106741.232825,1.0
106756.506375,0.0
106771.77992500001,0.0
106787.053475,0.0
106802.327025,0.0
106817.60057499999,0.0
106832.874125,0.0
106848.147675,0.0
106863.421225,0.0
106878.69477500001,0.0
106893.968325,0.0
106909.241875,0.0
106924.51542499999,0.0
106939.788975,0.0
106955.062525,0.0
106970.336075,0.0
106985.60962500001,0.0
107000.883175,0.0
107016.15672500001,0.0
107031.43027499999,0.0
107046.703825,0.0
107061.97737499999,0.0
107077.250925,0.0
107092.52447500001,0.0
107107.798025,0.0
107123.07157500001,0.0
107138.34512499999,0.0
107153.618675,0.0
107168.89222499999,0.0
107184.165775,0.0
107199.439325,0.0
107214.712875,0.0
107229.98642500001,0.0
107245.259975,0.0
107260.533525,0.0
107275.80707499999,0.0
107291.080625,0.0
107306.354175,0.0
107321.627725,0.0
107336.90127500001,0.0
107352.174825,0.0
107367.448375,0.0
107382.72192499999,0.0
107397.995475,0.0
107413.26902499999,0.0
107428.542575,0.0
107443.81612500001,0.0
107459.089675,0.0
107474.36322500001,0.0
